"student_id" "female" "nonwhite" "rep" "mun_school" "math_prof" "math" "math_bl1" "math_bl2" "lp_prof" "lp" "lp_bl1" "lp_bl2"
"3224" 3537471 1 1 0 0 0.082257 14 8 6 0.053801 17 9 8
"3225" 3537472 1 0 0 0 0.168114 14 8 6 -0.362903 15 8 7
"3226" 3537473 1 1 0 0 1.011873 21 11 10 1.235441 23 11 12
"3227" 3537475 0 0 0 0 0.48218 17 9 8 0.556796 18 9 9
"3228" 4238777 0 1 1 0 0.328076 17 8 9 -0.588541 12 5 7
"3229" 4238778 0 0 0 0 1.062235 21 9 12 0.861986 20 10 10
"3230" 4238779 0 1 0 0 0.589251 18 9 9 -0.366064 14 7 7
"3231" 4238781 0 1 0 0 -0.331324 14 5 9 -0.750905 10 6 4
"3232" 4238782 0 0 0 0 -0.823073 11 6 5 -0.803206 12 6 6
"3233" 4941362 1 1 1 0 -1.95991 4 2 2 -1.954751 5 0 5
"3234" 4941363 1 0 0 0 1.361849 22 11 11 0.641836 19 10 9
"3235" 90561 1 1 0 0 -0.222516 13 8 5 1.546396 22 11 11
"3236" 90562 1 0 0 0 -0.232558 15 8 7 0.541035 21 10 11
"3237" 90563 0 1 0 0 1.204366 22 12 10 0.660661 22 11 11
"3238" 90564 1 0 0 0 1.069427 20 9 11 0.433986 17 9 8
"3239" 793796 0 1 0 0 -0.365111 12 6 6 0.247873 16 8 8
"3240" 793798 0 0 0 0 0.894386 21 10 11 0.011578 15 9 6
"3241" 793799 0 1 0 0 -0.53394 13 7 6 -0.163929 16 7 9
"3242" 793800 1 0 0 0 -0.00031 16 8 8 0.152358 16 8 8
"3243" 1496720 0 1 0 0 -0.564626 10 5 5 0.06605 17 9 8
"3244" 1496721 0 1 0 0 -1.001153 8 3 5 -0.065862 15 8 7
"3245" 1496722 1 0 0 0 -0.378796 15 7 8 0.754069 20 10 10
"3246" 1496723 1 1 0 0 -0.97005 10 5 5 -0.059587 17 7 10
"3247" 2199170 1 0 1 0 -1.193494 8 4 4 -0.551593 12 5 7
"3248" 2199171 0 1 1 0 -1.436319 8 5 3 -0.923979 10 6 4
"3249" 2199173 0 0 0 0 0.614434 18 11 7 0.026478 16 9 7
"3250" 2901468 0 1 0 0 -1.366269 7 4 3 -1.98528 7 3 4
"3251" 2901469 1 0 0 0 0.646942 19 12 7 0.25077 19 12 7
"3252" 2901470 0 1 0 0 -0.14202 14 6 8 -0.131869 14 9 5
"3253" 3603945 1 0 1 0 -0.389285 9 5 4 -0.115078 15 7 8
"3254" 3603946 0 0 1 0 -1.208564 7 5 2 -0.123348 16 9 7
"3255" 3603947 1 1 1 0 -0.360988 12 4 8 0.223286 18 10 8
"3256" 3603949 0 0 0 0 -0.783065 9 6 3 0.124438 16 9 7
"3257" 3603950 1 0 0 0 1.304944 22 11 11 1.369279 23 12 11
"3258" 3603951 1 0 0 0 -0.352813 10 5 5 0.381502 18 9 9
"3259" 3603952 1 1 0 0 -0.672078 10 5 5 0.443957 19 10 9
"3260" 3603953 1 0 0 0 1.005516 20 9 11 0.604355 18 9 9
"3261" 3603954 1 1 0 0 0.315886 19 8 11 1.224203 23 11 12
"3262" 4305380 0 0 0 0 0.681381 18 10 8 0.29822 18 10 8
"3263" 4305381 1 0 0 0 -0.929054 11 4 7 0.505786 18 9 9
"3264" 5007876 1 1 0 0 0.946034 20 9 11 0.497876 19 10 9
"3265" 5007877 0 0 0 0 -0.988308 8 3 5 -1.750485 6 2 4
"3266" 5007878 1 0 0 0 0.286325 17 7 10 0.053114 16 10 6
"3267" 5007879 1 0 0 0 0.008578 13 9 4 1.029759 21 9 12
"3268" 176305 0 0 0 0 -1.241921 7 4 3 -2.03582 6 4 2
"3269" 176306 0 0 0 0 0.871058 20 12 8 0.720894 21 9 12
"3270" 176307 1 1 0 0 0.534482 17 9 8 0.794759 21 10 11
"3271" 176308 1 1 0 0 1.008199 22 12 10 1.320311 21 9 12
"3272" 176309 0 0 0 0 -0.565458 10 8 2 -0.697553 12 8 4
"3273" 879586 0 0 0 0 -0.643127 10 5 5 0.512562 18 10 8
"3274" 1583494 0 0 0 0 -0.060992 16 7 9 -1.055918 12 8 4
"3275" 1583495 0 0 1 0 -1.438664 8 2 6 -1.212719 6 4 2
"3276" 1583496 0 0 1 0 0.666208 21 10 11 0.266428 16 6 10
"3277" 1583497 1 1 0 0 -0.150249 14 7 7 0.928971 20 10 10
"3278" 1583498 1 1 0 0 0.437968 17 7 10 1.450869 24 11 13
"3279" 2285145 1 1 0 0 -1.386969 8 4 4 -2.203269 6 4 2
"3280" 2285147 1 1 0 0 0.300798 17 9 8 -0.357778 13 6 7
"3281" 2285148 0 0 0 0 0.598417 17 9 8 0.646111 22 12 10
"3282" 2285150 0 0 0 0 0.370276 19 10 9 -0.582918 10 6 4
"3283" 2285151 1 0 0 0 0.946643 18 10 8 1.078274 21 11 10
"3284" 2986973 0 1 0 0 -0.088446 13 7 6 0.632566 19 10 9
"3285" 2986974 1 1 0 0 -0.448982 13 6 7 -0.493566 13 7 6
"3286" 2986975 0 0 0 0 0.106908 15 7 8 0.707535 20 11 9
"3287" 2986976 1 0 0 0 0.005895 13 6 7 1.370913 24 11 13
"3288" 2986977 1 1 0 0 0.64217 17 7 10 1.203477 23 12 11
"3289" 2986978 1 0 0 0 0.703921 18 8 10 1.0331 21 11 10
"3290" 3689315 0 1 1 0 1.125207 21 11 10 1.327899 23 11 12
"3291" 4391082 0 0 0 0 0.344542 15 8 7 0.574669 18 8 10
"3292" 4391083 1 0 0 0 0.88333 20 10 10 0.998624 23 11 12
"3293" 5093693 0 1 1 0 0.937345 21 11 10 1.031746 20 9 11
"3294" 5093694 0 0 0 0 0.144544 17 8 9 -0.54019 11 5 6
"3295" 5093695 1 1 0 0 0.395986 17 8 9 0.58538 20 10 10
"3296" 5093696 1 1 0 0 -0.61891 13 5 8 0.059721 17 10 7
"3297" 5093697 1 0 0 0 0.729013 17 8 9 0.021371 17 7 10
"3298" 5093698 1 1 0 0 -0.589746 11 3 8 -0.609876 10 5 5
"3299" 5093699 0 0 0 0 0.794725 18 7 11 0.656137 19 9 10
"3300" 167384 0 0 0 0 -0.497305 13 6 7 -0.389199 12 8 4
"3301" 167385 0 0 0 0 -0.098811 14 6 8 0.675 19 8 11
"3302" 167386 0 0 0 0 -0.187648 13 7 6 -0.923656 11 6 5
"3303" 167387 1 1 1 0 -1.530523 7 1 6 -1.182439 11 4 7
"3304" 167388 1 0 0 0 -0.07655 14 8 6 -0.225684 15 7 8
"3305" 870813 0 1 0 0 -0.696292 10 7 3 -0.287083 12 9 3
"3306" 870815 0 1 0 0 0.892734 18 10 8 -0.087587 14 7 7
"3307" 1574362 1 1 0 0 -0.898163 9 3 6 -0.116094 15 8 7
"3308" 1574363 1 0 0 0 1.058134 22 12 10 1.044515 23 13 10
"3309" 1574364 1 0 0 0 0.659686 18 8 10 0.001647 16 6 10
"3310" 1574365 0 0 1 0 0.758253 20 9 11 1.005225 23 11 12
"3311" 1574366 1 1 0 0 -0.751638 12 6 6 -0.738558 11 4 7
"3312" 2978058 0 0 0 0 0.150492 19 11 8 -0.403061 13 7 6
"3313" 2978060 0 1 0 0 -0.075671 14 9 5 -0.318728 15 9 6
"3314" 2978061 1 0 0 0 0.34743 17 7 10 0.801839 20 10 10
"3315" 3680542 1 1 0 0 0.021232 13 5 8 0.590458 19 9 10
"3316" 3680543 1 1 0 0 -1.040976 6 3 3 -1.173897 7 5 2
"3317" 3680544 0 1 1 0 -0.707804 10 3 7 -1.600911 8 3 5
"3318" 3680545 1 1 1 0 -0.105115 14 8 6 -1.298528 8 4 4
"3319" 4382111 1 1 1 0 0.230351 17 5 12 -0.007449 17 10 7
"3320" 4382112 0 1 0 0 0.52011 18 10 8 -0.109262 15 8 7
"3321" 4382113 0 1 0 0 1.124119 21 10 11 0.386349 17 8 9
"3322" 4382114 0 0 0 0 1.485281 22 10 12 0.301643 19 11 8
"3323" 4382115 0 0 0 0 0.413755 19 11 8 0.469981 17 7 10
"3324" 4382116 0 0 0 0 1.100484 21 10 11 0.695615 21 10 11
"3325" 4382117 0 1 0 0 0.477463 18 8 10 0.61772 19 10 9
"3326" 5084754 1 1 0 0 -0.78205 11 6 5 -0.526613 13 4 9
"3327" 5084755 1 0 0 0 -0.062185 14 10 4 -0.478138 14 8 6
"3328" 5084756 1 1 0 0 0.663289 18 9 9 0.597115 19 10 9
"3329" 491789 0 1 1 0 0.211205 16 11 5 -0.809639 11 2 9
"3330" 491791 0 0 0 0 0.348163 17 9 8 -0.171313 16 8 8
"3331" 491792 1 1 0 0 -0.076816 13 10 3 -0.307511 14 8 6
"3332" 491793 0 1 0 0 -0.895781 11 6 5 0.44869 19 10 9
"3333" 491794 0 0 0 0 0.684003 18 6 12 1.061114 20 10 10
"3334" 1194868 0 1 0 0 -0.229612 13 7 6 0.318994 16 9 7
"3335" 1194869 0 1 0 0 0.126412 17 8 9 -1.881729 4 1 3
"3336" 1194870 1 1 0 0 0.501299 17 7 10 0.167514 14 8 6
"3337" 1194871 0 1 0 0 0.420724 18 10 8 0.07349 18 9 9
"3338" 1194872 1 1 0 0 0.411358 16 9 7 -0.035067 16 10 6
"3339" 1897982 1 1 0 0 0.401496 17 7 10 -0.03288 15 6 9
"3340" 2600309 1 1 0 0 0.373175 19 9 10 -0.826032 14 9 5
"3341" 2600312 0 1 0 0 1.158807 21 11 10 1.29739 23 11 12
"3342" 3302664 0 1 0 0 0.016237 13 7 6 -0.546987 13 7 6
"3343" 4004253 1 0 1 0 0.282057 17 9 8 -0.043828 16 7 9
"3344" 4004254 1 0 0 0 0.243554 16 9 7 0.514772 21 11 10
"3345" 4706887 1 1 1 0 -0.549677 14 6 8 0.401668 20 9 11
"3346" 4706888 0 1 0 0 -0.34964 11 4 7 -0.704647 10 4 6
"3347" 4706890 0 1 0 0 -1.227718 7 5 2 -0.582763 13 9 4
"3348" 5407704 1 1 0 0 -1.865151 5 2 3 -0.442937 13 7 6
"3349" 5407705 0 1 0 0 0.021385 15 9 6 -0.653049 14 7 7
"3350" 5407706 0 0 0 0 0.912751 19 9 10 0.294829 19 10 9
"3351" 5407707 1 1 0 0 1.049692 21 11 10 0.51445 18 10 8
"3352" 5407708 0 0 0 0 0.013153 16 7 9 -0.073719 16 10 6
"3353" 549676 1 1 0 0 -1.151872 8 4 4 0.308161 20 9 11
"3354" 549677 0 1 0 0 0.682902 19 10 9 1.285494 24 12 12
"3355" 549678 0 0 0 0 0.61613 18 10 8 0.425686 19 9 10
"3356" 549679 0 1 0 0 -0.561756 13 6 7 -1.31503 7 4 3
"3357" 549680 1 0 0 0 -1.426259 7 2 5 0.579073 18 10 8
"3358" 1252701 0 1 0 0 0.161958 17 9 8 0.060726 15 8 7
"3359" 1252702 1 0 0 0 0.909291 20 9 11 0.229539 16 10 6
"3360" 1955991 1 1 0 0 0.415779 14 8 6 0.535271 18 9 9
"3361" 1955992 0 0 0 0 -1.392745 8 4 4 -0.666759 13 6 7
"3362" 2658207 1 1 0 0 -0.312867 15 7 8 1.112237 21 9 12
"3363" 2658209 0 1 0 0 -0.72256 10 5 5 -0.596379 14 8 6
"3364" 3360514 1 1 0 0 0.820553 20 11 9 0.806123 20 10 10
"3365" 4062154 0 1 0 0 -0.103573 13 7 6 0.363901 19 9 10
"3366" 4062155 1 1 0 0 -1.165772 8 5 3 -0.560652 11 5 6
"3367" 4062156 0 0 0 0 -2.185724 4 2 2 -1.420698 8 5 3
"3368" 4062157 0 1 0 0 -1.034624 7 4 3 -0.447896 12 8 4
"3369" 4062158 1 0 0 0 0.733245 18 10 8 0.081594 16 8 8
"3370" 4062159 1 1 0 0 -0.635635 11 6 5 0.515821 20 11 9
"3371" 4764707 1 1 1 0 -1.02611 7 3 4 -1.957757 6 3 3
"3372" 4764708 1 1 0 0 0.010278 14 6 8 -0.099351 15 8 7
"3373" 4764709 1 1 0 0 -1.07012 8 3 5 0.079494 16 10 6
"3374" 4764710 1 1 0 0 1.516633 22 13 9 0.453885 18 10 8
"3375" 4764712 0 1 0 0 0.16858 16 10 6 0.229826 19 9 10
"3376" 5465445 0 0 1 0 -1.176791 7 2 5 -0.832986 12 6 6
"3377" 5465446 1 0 0 0 -0.472375 12 6 6 -0.037453 16 9 7
"3378" 5465447 0 0 0 0 -0.139695 12 6 6 -0.480945 13 5 8
"3379" 549682 0 1 1 0 1.227421 23 13 10 0.81079 21 9 12
"3380" 549683 0 1 0 0 -1.258782 8 4 4 -1.609903 8 4 4
"3381" 549684 0 0 0 0 0.480001 16 8 8 0.708135 20 11 9
"3382" 549685 0 1 0 0 0.210525 16 8 8 0.001176 16 9 7
"3383" 1252703 0 0 0 0 -1.111159 11 5 6 -1.243571 11 6 5
"3384" 1955994 0 1 0 0 0.094008 14 8 6 0.246836 18 9 9
"3385" 2658210 0 1 0 0 -1.266236 8 4 4 -0.580353 12 7 5
"3386" 2658212 0 1 0 0 0.158993 17 7 10 -0.317083 14 6 8
"3387" 2658213 1 0 0 0 -0.835803 10 6 4 0.705153 20 8 12
"3388" 3360515 1 1 0 0 0.81381 22 12 10 0.429795 19 10 9
"3389" 3360517 0 1 0 0 0.007075 15 8 7 -0.582725 12 7 5
"3390" 3360518 0 1 0 0 0.6974 19 10 9 0.704655 21 12 9
"3391" 3360519 1 0 0 0 -0.55208 13 8 5 -0.282058 15 9 6
"3392" 4062162 1 1 0 0 0.853049 18 9 9 0.765657 22 11 11
"3393" 4062163 0 1 0 0 0.086449 17 10 7 -0.015517 15 9 6
"3394" 4062164 0 0 0 0 0.237657 17 10 7 0.270274 18 10 8
"3395" 4764713 0 1 1 0 -1.012265 9 5 4 -1.044758 11 5 6
"3396" 4764714 1 0 0 0 -0.272567 15 8 7 0.372151 20 12 8
"3397" 4764715 1 0 0 0 -0.443716 14 5 9 -1.296739 8 6 2
"3398" 4764716 1 1 0 0 0.875334 20 10 10 0.524441 17 8 9
"3399" 4764717 1 0 1 0 -0.027619 15 7 8 0.40649 19 9 10
"3400" 4764718 1 1 0 0 -0.455315 12 6 6 1.081975 20 9 11
"3401" 5465448 0 1 0 0 0.284217 16 8 8 -0.170666 13 7 6
"3402" 5465449 0 1 0 0 0.411492 17 8 9 -0.70718 12 5 7
"3403" 5465450 0 1 0 0 0.099489 16 10 6 -0.738138 11 6 5
"3404" 5465451 0 0 0 0 -1.162184 8 3 5 -1.087675 7 4 3
"3405" 5465452 1 0 0 0 -0.730614 9 4 5 -1.541432 4 3 1
"3406" 5465453 0 0 0 0 0.050303 15 8 7 -0.106675 15 8 7
"3407" 24497 0 0 1 0 -0.310672 14 8 6 -0.854707 11 6 5
"3408" 727692 1 1 0 0 0.023052 17 9 8 1.656749 25 13 12
"3409" 727693 1 0 1 0 0.353088 16 8 8 -0.164394 14 8 6
"3410" 727697 1 0 0 0 0.149992 16 8 8 0.638046 19 7 12
"3411" 1430136 0 1 0 0 0.274793 17 8 9 -0.617781 12 9 3
"3412" 2132904 0 1 1 0 -1.538333 8 5 3 -0.759753 10 3 7
"3413" 2132906 1 1 0 0 -0.722258 9 4 5 -0.068079 14 8 6
"3414" 2132908 0 1 0 0 1.011832 21 8 13 -0.5082 13 6 7
"3415" 2835038 1 0 0 0 -0.193583 12 7 5 -0.40504 15 7 8
"3416" 4238784 1 1 0 0 -0.275432 13 6 7 0.082938 17 11 6
"3417" 4238785 1 0 0 0 -0.179097 14 7 7 0.292107 16 9 7
"3418" 4941365 1 1 0 0 0.400456 18 9 9 0.391135 19 11 8
"3419" 4941366 0 0 0 0 -0.207956 15 9 6 0.048639 16 10 6
"3420" 191264 0 1 0 0 -0.976887 12 5 7 -0.242455 13 5 8
"3421" 191266 1 1 0 0 0.342721 17 9 8 0.560279 22 11 11
"3422" 1598613 0 0 0 0 0.214404 14 7 7 -0.39827 14 9 5
"3423" 2300291 0 0 1 0 0.539189 18 10 8 0.780561 20 10 10
"3424" 2300292 1 0 1 0 -0.963661 10 3 7 -1.375863 9 5 4
"3425" 2300294 0 1 0 0 -0.207472 17 7 10 -0.252119 15 8 7
"3426" 2300296 1 0 0 0 0.8275 19 10 9 1.668091 24 12 12
"3427" 2300297 1 1 0 0 -0.876153 7 4 3 -1.09523 13 6 7
"3428" 3001798 0 1 0 0 -1.772478 7 4 3 -1.285877 6 1 5
"3429" 3704341 0 1 0 0 -0.53349 11 6 5 -0.893851 14 8 6
"3430" 4405957 1 1 0 0 0.286663 15 10 5 1.410945 24 13 11
"3431" 5108857 0 1 0 0 -1.318697 8 4 4 -0.26467 14 6 8
"3432" 5108858 1 0 0 0 -1.835196 8 4 4 -1.446398 7 3 4
"3433" 580425 0 0 1 0 -0.271314 13 7 6 -1.142499 7 5 2
"3434" 580426 1 1 0 0 -0.886955 8 4 4 -0.432451 13 5 8
"3435" 580427 1 0 0 0 -0.280261 11 6 5 0.178697 19 11 8
"3436" 580428 1 1 0 0 0.574476 19 10 9 -0.095854 17 6 11
"3437" 580429 1 1 0 0 1.517315 23 12 11 1.594378 22 12 10
"3438" 1283017 1 0 1 0 0.152753 16 7 9 0.510171 21 9 12
"3439" 1986353 1 0 0 0 -0.077105 15 8 7 0.542395 19 10 9
"3440" 2688546 0 1 0 0 0.296563 18 8 10 -0.436628 17 7 10
"3441" 2688547 0 1 1 0 -0.265549 15 9 6 -1.216955 10 4 6
"3442" 2688548 0 1 1 0 -1.618846 7 5 2 0.434177 17 9 8
"3443" 3391209 0 0 0 0 1.924964 25 13 12 1.435007 23 11 12
"3444" 3391210 1 0 0 0 0.646307 19 11 8 1.073484 20 10 10
"3445" 3391211 0 0 0 0 0.501471 18 10 8 0.415442 15 9 6
"3446" 4092258 0 0 0 0 -0.114197 12 7 5 -0.494734 12 5 7
"3447" 4092260 0 0 0 0 -1.441483 6 4 2 -0.699921 11 7 4
"3448" 4795320 0 1 0 0 0.068745 16 10 6 0.385737 19 10 9
"3449" 4795321 0 1 1 0 -0.794631 10 5 5 -1.941725 4 2 2
"3450" 5495708 1 1 0 0 -0.150725 13 7 6 -1.132039 9 5 4
"3451" 5495709 0 0 0 0 0.440182 19 9 10 -0.001674 15 8 7
"3452" 231356 0 1 1 0 -0.288717 12 9 3 -1.292167 8 4 4
"3453" 231357 0 1 0 0 -0.272289 12 6 6 -0.747175 12 7 5
"3454" 935210 0 0 1 0 0.628849 18 11 7 0.315741 17 11 6
"3455" 935211 1 1 0 0 -1.634882 6 3 3 -0.363082 13 10 3
"3456" 935212 1 0 1 0 -0.388367 14 8 6 -1.316286 7 4 3
"3457" 1639004 0 0 1 0 -1.604559 5 3 2 -1.904041 4 1 3
"3458" 1639006 1 1 0 0 0.25591 16 8 8 0.023293 16 8 8
"3459" 2340551 0 0 0 0 0.246507 16 10 6 1.114658 22 11 11
"3460" 2340552 0 1 0 0 -0.633769 11 5 6 -1.599911 5 1 4
"3461" 2340553 1 1 0 0 0.240393 16 9 7 -0.564532 13 8 5
"3462" 3042138 0 1 0 0 -0.223455 11 7 4 -0.152368 16 10 6
"3463" 3042140 0 1 0 0 -0.196535 12 6 6 0.05624 16 8 8
"3464" 3042141 0 0 0 0 -0.373122 12 6 6 -0.987912 9 6 3
"3465" 3042142 1 0 0 0 -1.180094 7 4 3 -1.498414 5 3 2
"3466" 3042143 0 0 0 0 -1.062372 11 6 5 -0.274908 12 6 6
"3467" 3744948 1 1 0 0 0.326917 17 10 7 -0.501379 12 7 5
"3468" 3744949 1 0 0 0 -0.356547 10 4 6 -0.954318 12 4 8
"3469" 3744950 1 1 0 0 0.261449 16 8 8 -0.689172 14 8 6
"3470" 3744952 1 0 0 0 -0.828825 7 3 4 -0.573152 11 6 5
"3471" 3744953 1 1 0 0 0.027304 15 8 7 -0.597994 12 4 8
"3472" 4446632 0 1 1 0 -1.021428 9 5 4 -1.957401 5 4 1
"3473" 4446633 0 1 1 0 -1.080989 10 4 6 -1.849021 3 2 1
"3474" 4446634 1 1 1 0 -0.262599 12 7 5 0.918851 21 10 11
"3475" 4446636 0 0 0 0 0.770992 21 10 11 0.699346 20 10 10
"3476" 4446638 0 1 1 0 -1.755557 8 4 4 -1.459565 11 5 6
"3477" 5148934 0 1 0 0 0.148519 15 7 8 -0.664584 12 7 5
"3478" 226167 0 1 0 0 -0.387251 11 5 6 -0.610524 13 9 4
"3479" 226168 0 0 0 0 -0.525058 11 3 8 -1.035841 10 6 4
"3480" 226169 1 1 0 0 -1.058359 9 5 4 -0.980624 11 6 5
"3481" 929867 1 0 1 0 -1.643902 9 4 5 -1.524494 7 2 5
"3482" 929868 1 1 0 0 0.046526 13 7 6 -0.716974 13 6 7
"3483" 929869 1 0 0 0 -1.438951 8 3 5 -0.317977 14 6 8
"3484" 929870 0 0 0 0 -1.297024 9 5 4 -1.583585 6 1 5
"3485" 929871 1 1 0 0 -1.571429 6 3 3 -0.523564 13 8 5
"3486" 1633682 1 1 0 0 -1.461194 6 2 4 -1.137089 10 3 7
"3487" 1633683 0 1 0 0 0.499646 19 11 8 0.043669 17 6 11
"3488" 1633684 1 0 0 0 0.779119 20 12 8 -0.808318 10 4 6
"3489" 1633685 0 1 0 0 -0.295146 14 6 8 -0.608472 12 6 6
"3490" 2335314 1 0 0 0 -0.144996 15 7 8 -0.581744 12 5 7
"3491" 2335315 0 1 0 0 -0.876394 8 5 3 -1.421926 8 5 3
"3492" 2335316 0 1 0 0 -0.362702 12 8 4 0.082205 17 9 8
"3493" 2335317 1 0 0 0 -0.404182 11 7 4 0.623405 21 12 9
"3494" 3036911 1 0 0 0 0.674308 19 9 10 0.340979 17 8 9
"3495" 3036912 1 0 0 0 -0.100213 12 7 5 0.185028 16 7 9
"3496" 3036913 0 0 0 0 0.80261 18 12 6 0.584445 18 9 9
"3497" 3036914 1 0 0 0 -0.059545 13 7 6 -1.306703 7 4 3
"3498" 3036915 1 1 0 0 -0.641232 10 6 4 -0.316875 13 4 9
"3499" 3739538 1 1 0 0 0.229495 16 8 8 0.005334 16 7 9
"3500" 3739539 1 0 0 0 -0.259507 14 7 7 -0.036066 15 8 7
"3501" 3739540 0 0 0 0 0.355266 16 10 6 0.298056 19 9 10
"3502" 3739541 1 1 0 0 0.107729 15 7 8 -0.909299 9 2 7
"3503" 3739542 0 1 1 0 -0.832616 7 6 1 -0.427438 14 9 5
"3504" 4441241 1 1 1 0 2.335076 26 13 13 1.181036 23 13 10
"3505" 4441242 0 1 0 0 0.523872 19 9 10 0.500297 19 10 9
"3506" 4441243 0 1 0 0 -1.600527 7 5 2 -0.631673 12 8 4
"3507" 4441244 0 1 0 0 -0.210682 12 8 4 -0.419715 14 8 6
"3508" 4441245 1 0 0 0 0.003206 12 5 7 0.26063 18 9 9
"3509" 5143636 1 1 0 0 -0.760854 11 3 8 -0.386226 13 7 6
"3510" 5143637 0 0 0 0 -0.129343 15 10 5 0.428672 19 9 10
"3511" 5143638 0 0 0 0 0.770798 20 11 9 0.737152 21 12 9
"3512" 5143639 0 1 0 0 -1.254035 9 6 3 -2.085705 2 1 1
"3513" 5143640 1 1 1 0 -1.03659 8 4 4 -0.858872 10 6 4
"3514" 636855 0 0 0 0 0.071805 16 7 9 0.008058 17 10 7
"3515" 636856 0 0 0 0 0.682469 19 11 8 -0.558914 12 7 5
"3516" 636857 0 0 0 0 0.714804 20 12 8 0.960993 21 9 12
"3517" 636858 1 1 0 0 1.187009 21 10 11 0.641591 19 8 11
"3518" 636859 1 0 0 0 1.34865 20 9 11 2.325953 26 13 13
"3519" 1339607 0 1 0 0 0.388001 18 7 11 0.318692 18 11 7
"3520" 1339608 1 0 0 0 -0.541907 14 7 7 1.248493 23 12 11
"3521" 1339609 0 0 0 0 2.156181 26 13 13 1.487574 23 12 11
"3522" 1339610 1 0 0 0 1.393919 21 12 9 1.280031 23 12 11
"3523" 2042342 0 1 1 0 -0.983657 8 6 2 0.383608 18 11 7
"3524" 2042343 1 0 1 0 0.346768 17 9 8 0.311225 17 9 8
"3525" 2042344 0 0 0 0 2.031837 25 13 12 1.623072 23 12 11
"3526" 2042345 1 0 0 0 0.472881 18 10 8 0.416755 19 9 10
"3527" 2042347 1 1 1 0 -0.400851 14 5 9 0.013311 15 10 5
"3528" 2744805 0 0 0 0 0.906026 20 10 10 1.188178 22 11 11
"3529" 2744806 1 0 0 0 -0.077856 13 8 5 0.06322 15 6 9
"3530" 2744807 1 0 0 0 0.267839 15 5 10 0.837616 22 12 10
"3531" 2744808 0 0 0 0 1.609261 22 12 10 0.118807 16 7 9
"3532" 2744809 1 0 0 0 1.030228 21 10 11 1.174008 22 12 10
"3533" 2744810 1 1 0 0 -0.472519 15 7 8 -0.730189 12 7 5
"3534" 3447437 1 1 0 0 -0.25935 14 7 7 -0.439468 12 5 7
"3535" 3447438 1 0 0 0 0.488769 18 8 10 0.559567 17 8 9
"3536" 3447439 1 1 0 0 0.416804 16 12 4 -0.044772 16 9 7
"3537" 4148534 0 1 0 0 0.671866 18 9 9 0.620312 18 10 8
"3538" 4148535 0 0 0 0 1.01188 22 12 10 0.309883 18 8 10
"3539" 4148536 1 0 0 0 0.356797 18 10 8 0.877735 21 11 10
"3540" 4148538 1 0 0 0 0.261952 16 6 10 -0.734459 12 6 6
"3541" 4148539 0 0 0 0 1.80761 24 12 12 2.02281 25 13 12
"3542" 4851135 1 0 0 0 -0.167773 13 6 7 -0.219223 13 5 8
"3543" 4851136 0 0 0 0 0.716407 21 10 11 0.694066 19 8 11
"3544" 4851137 0 0 0 0 1.631118 23 12 11 1.27013 23 10 13
"3545" 5551743 1 1 0 0 -0.405904 14 10 4 -1.642431 6 3 3
"3546" 5551744 1 1 0 0 0.317716 14 8 6 -0.234447 14 9 5
"3547" 5551745 1 1 0 0 -0.366279 12 8 4 0.307772 17 9 8
"3548" 5551746 0 0 0 0 -0.376552 13 5 8 0.601105 19 8 11
"3549" 73476 1 1 0 0 -0.285364 15 7 8 -0.591141 13 7 6
"3550" 73477 0 1 1 0 -2.121312 3 1 2 -1.644784 5 2 3
"3551" 776800 1 0 0 0 0.107557 17 9 8 -0.505939 14 6 8
"3552" 776802 0 1 0 0 -0.714658 8 2 6 -0.268891 15 9 6
"3553" 1479371 1 0 0 0 -1.553125 7 2 5 -1.017404 10 5 5
"3554" 1479373 1 0 0 0 -0.874657 8 4 4 -0.181863 16 8 8
"3555" 1479374 1 1 0 0 -0.091024 13 8 5 0.467295 19 11 8
"3556" 1479377 0 1 0 0 -1.14446 7 4 3 -0.666143 13 6 7
"3557" 2181876 1 0 1 0 -1.004457 8 3 5 -1.516198 9 4 5
"3558" 3586543 1 1 0 0 -0.518204 11 7 4 0.051863 16 8 8
"3559" 3586544 1 1 0 0 0.084235 12 5 7 0.254936 19 10 9
"3560" 3586547 1 1 0 0 -0.692477 11 6 5 0.325617 18 8 10
"3561" 3586548 1 1 0 0 -0.958079 9 5 4 -1.735594 9 5 4
"3562" 4288014 1 1 0 0 -0.836242 10 7 3 -0.613803 12 8 4
"3563" 4288015 1 1 0 0 -1.504241 7 4 3 -1.303225 7 3 4
"3564" 4288016 0 1 1 0 -1.767753 6 4 2 -1.966905 4 3 1
"3565" 4288017 1 1 0 0 -2.132061 5 4 1 -1.094213 8 2 6
"3566" 4990641 1 1 0 0 0.909488 21 12 9 0.813341 21 11 10
"3567" 4990643 1 1 0 0 -1.089624 7 4 3 0.046431 15 6 9
"3568" 193367 0 0 0 0 -0.030459 17 9 8 -1.291674 8 3 5
"3569" 193368 0 1 0 0 0.158907 15 9 6 -1.244527 8 5 3
"3570" 193369 1 1 1 0 -0.971335 8 3 5 -1.286324 8 4 4
"3571" 896634 0 0 0 0 0.326739 14 9 5 -1.03101 10 6 4
"3572" 896635 1 1 1 0 -0.88716 11 4 7 -1.194287 8 4 4
